L=64, N=4096, boundary=OBC, seed=24
Training 69 temperatures: [0.1, 0.1109, 0.1217, 0.1325, 0.1432, 0.1538, 0.1643, 0.1747, 0.185, 0.1952, 0.2053, 0.2153, 0.2252, 0.235, 0.2447, 0.2543, 0.2638, 0.2732, 0.2824, 0.2915, 0.3005, 0.3094, 0.3181, 0.3267, 0.3352, 0.3435, 0.3517, 0.3597, 0.3676, 0.3753, 0.3828, 0.3902, 0.3974, 0.4044, 0.4112, 0.4178, 0.4242, 0.4303, 0.4362, 0.4419, 0.4474, 0.4529, 0.4586, 0.4646, 0.4711, 0.478, 0.4854, 0.4933, 0.5018, 0.5108, 0.5204, 0.5307, 0.5417, 0.5535, 0.5661, 0.5797, 0.5944, 0.6103, 0.6276, 0.6466, 0.6675, 0.6907, 0.7167, 0.7462, 0.7801, 0.8199, 0.8677, 0.9274, 1.0]
total_batch_size=2000  →  samples_per_temp=28
Annealing strategy: THREE-PHASE CRITICAL over 15000 steps
  Phase 1 (0-20%):  factor 0.00 -> 0.35 [fast warmup]
  Phase 2 (20-70%): factor 0.35 -> 0.55 [critical wandering β_c≈0.44]
  Phase 3 (70-100%):factor 0.55 -> 1.00 [low-T hardening]
Z2 symmetry: ENABLED (LogProbWrapper)
Hamiltonian: IsingHamiltonian(L=64, n=4096, boundary=OBC)

Model: patched AR, patch_size=2, Z2-symmetric
Parameters: 2,533,456

Optimizer: muon, lr=0.001
Scheduler: warmup(2000) + cosine(eta_min=1e-05)

Starting training...
----------------------------------------------------------------------
Step 18000/20000: annealing=1.0000 [done], lr=3.99e-05, time=65000.7s
Step 18100/20000: annealing=1.0000 [done], lr=3.70e-05, time=65361.0s
Step 18200/20000: annealing=1.0000 [done], lr=3.42e-05, time=65721.5s
Step 18300/20000: annealing=1.0000 [done], lr=3.16e-05, time=66081.9s
Step 18400/20000: annealing=1.0000 [done], lr=2.92e-05, time=66442.1s
Step 18500/20000: annealing=1.0000 [done], lr=2.69e-05, time=66802.2s
Step 18600/20000: annealing=1.0000 [done], lr=2.47e-05, time=67162.3s
Step 18700/20000: annealing=1.0000 [done], lr=2.27e-05, time=67522.5s
Step 18800/20000: annealing=1.0000 [done], lr=2.08e-05, time=67882.6s
Step 18900/20000: annealing=1.0000 [done], lr=1.91e-05, time=68242.7s
Step 19000/20000: annealing=1.0000 [done], lr=1.75e-05, time=68602.9s
Step 19100/20000: annealing=1.0000 [done], lr=1.61e-05, time=68963.3s
Step 19200/20000: annealing=1.0000 [done], lr=1.48e-05, time=69323.4s
Step 19300/20000: annealing=1.0000 [done], lr=1.37e-05, time=69683.5s
Step 19400/20000: annealing=1.0000 [done], lr=1.27e-05, time=70043.9s
Step 19500/20000: annealing=1.0000 [done], lr=1.19e-05, time=70404.2s
Step 19600/20000: annealing=1.0000 [done], lr=1.12e-05, time=70764.4s
Step 19700/20000: annealing=1.0000 [done], lr=1.07e-05, time=71125.1s
Step 19800/20000: annealing=1.0000 [done], lr=1.03e-05, time=71485.3s
Step 19900/20000: annealing=1.0000 [done], lr=1.01e-05, time=71845.8s
Step 20000/20000: annealing=1.0000 [done], lr=1.00e-05, time=72206.6s

Training completed


======================================================================
Evaluating all temperatures (VFE + observables)...
======================================================================
beta=0.10  F/n=-7.030715±0.000160  E/n=-0.200318±0.000637  |M|=0.015559±0.000062  Cv/n=0.020526
beta=0.11  F/n=-6.360472±0.000139  E/n=-0.223037±0.000709  |M|=0.015906±0.000063  Cv/n=0.025627
beta=0.12  F/n=-5.816803±0.000125  E/n=-0.245889±0.000781  |M|=0.016433±0.000065  Cv/n=0.031509
beta=0.13  F/n=-5.363627±0.000108  E/n=-0.268752±0.000853  |M|=0.016878±0.000067  Cv/n=0.037495
beta=0.14  F/n=-4.983779±0.000098  E/n=-0.291775±0.000926  |M|=0.017448±0.000069  Cv/n=0.044711
beta=0.15  F/n=-4.661191±0.000092  E/n=-0.315027±0.000999  |M|=0.018014±0.000071  Cv/n=0.052491
beta=0.16  F/n=-4.384175±0.000085  E/n=-0.338580±0.001073  |M|=0.018581±0.000074  Cv/n=0.060232
beta=0.17  F/n=-4.144018±0.000078  E/n=-0.362037±0.001147  |M|=0.019173±0.000076  Cv/n=0.069567
beta=0.18  F/n=-3.934100±0.000076  E/n=-0.385909±0.001223  |M|=0.019754±0.000078  Cv/n=0.079806
beta=0.20  F/n=-3.749299±0.000072  E/n=-0.409815±0.001298  |M|=0.020561±0.000081  Cv/n=0.090293
beta=0.21  F/n=-3.585587±0.000069  E/n=-0.433805±0.001374  |M|=0.021229±0.000084  Cv/n=0.101365
beta=0.22  F/n=-3.439757±0.000067  E/n=-0.458198±0.001451  |M|=0.022032±0.000087  Cv/n=0.114309
beta=0.23  F/n=-3.309223±0.000067  E/n=-0.482810±0.001529  |M|=0.022889±0.000091  Cv/n=0.127618
beta=0.23  F/n=-3.191876±0.000068  E/n=-0.508048±0.001609  |M|=0.023898±0.000095  Cv/n=0.141816
